sequence,sample,x,y,z,time_s
1560,1,262,-8309,435,0.000000000
1560,2,152,-299,524,0.001187424
1560,3,-140,-773,137,0.002374848
1560,4,157,-4482,-1131,0.003562272
1560,5,-135,-866,-1790,0.004749696
1560,6,-23,-3137,-2356,0.005937120
1560,7,-14,-11397,-1573,0.007124544
1560,8,59,-5555,-1238,0.008311968
1560,9,19,2181,-1613,0.009499392
1560,10,152,-667,196,0.010686816
1560,11,100,1746,-3483,0.011874240
1560,12,175,47,-1636,0.013061664
1560,13,381,-2253,-1292,0.014249088
1560,14,196,-2845,-1197,0.015436512
1560,15,273,-6951,-875,0.016623936
1560,16,-68,-14029,-1306,0.017811360
1560,17,80,-9434,-1301,0.018998784
1560,18,-196,-2577,-259,0.020186208
1560,19,-98,-245,-153,0.021373632
1560,20,-205,767,-284,0.022561056
1560,21,-176,283,779,0.023748480
1560,22,-247,657,2178,0.024935904
1560,23,-53,793,1592,0.026123328
1560,24,143,-1567,1901,0.027310752
1560,25,412,-1587,-408,0.028498176
1560,26,-90,-5469,733,0.029685600
1560,27,253,-4649,1133,0.030873024
1560,28,21,-536,2291,0.032060448
1560,29,39,-2099,1928,0.033247872
1560,30,-28,-5219,984,0.034435296
1560,31,-122,-4567,1338,0.035622720
1560,32,-210,-8774,1259,0.036810144
1560,33,-295,-13728,320,0.037997568
1560,34,-599,-13275,1726,0.039184992
1560,35,-430,-6894,1157,0.040372416
1560,36,-351,-6987,1858,0.041559840
1560,37,-195,-11843,671,0.042747264
1560,38,45,-14793,-408,0.043934688
1560,39,89,-15114,-90,0.045122112
1560,40,316,-9092,29,0.046309536
1560,41,323,-8754,652,0.047496960
1560,42,465,-10625,204,0.048684384
1560,43,491,-5744,-120,0.049871808
1560,44,452,547,-1354,0.051059232
1560,45,28,-921,-230,0.052246656
1560,46,125,-1960,-1576,0.053434080
1560,47,27,832,-103,0.054621504
1560,48,-265,-103,-108,0.055808928
1560,49,-205,-1913,-1362,0.056996352
1560,50,82,-1922,-1152,0.058183776
1560,51,38,84,-1487,0.059371200
1560,52,148,-651,-270,0.060558624
1560,53,51,-1509,-1027,0.061746048
1560,54,182,-4675,-1302,0.062933472
1560,55,482,-11657,-1564,0.064120896
1560,56,446,-10257,-936,0.065308320
1560,57,559,-9232,-497,0.066495744
1560,58,445,-8855,-542,0.067683168
1560,59,320,-3055,197,0.068870592
1560,60,115,-307,-173,0.070058016
1560,61,-72,-1508,651,0.071245440
1560,62,-244,-1271,424,0.072432864
1560,63,-285,227,783,0.073620288
1560,64,-406,-4125,-146,0.074807712
1561,1,-480,-12713,-52,0.075995136
1561,2,-371,-8563,1102,0.077182560
1561,3,-425,320,1123,0.078369984
1561,4,-202,-689,2390,0.079557408
1561,5,-158,-2749,-769,0.080744832
1561,6,81,-3237,286,0.081932256
1561,7,-14,-3837,517,0.083119680
1561,8,16,-5632,1257,0.084307104
1561,9,92,-1663,746,0.085494528
1561,10,-101,-1126,1,0.086681952
1561,11,41,-4482,-1044,0.087869376
1561,12,63,-759,-363,0.089056800
1561,13,-86,895,77,0.090244224
1561,14,-269,-1088,-360,0.091431648
1561,15,-111,-857,-651,0.092619072
1561,16,-305,-283,-295,0.093806496
1561,17,-270,-4820,-1640,0.094993920
1561,18,441,-15105,2839,0.096181344
1561,19,-233,-13773,218,0.097368768
1561,20,172,-3809,-452,0.098556192
1561,21,190,-1669,1580,0.099743616
1561,22,29,-2524,-273,0.100931040
1561,23,257,-9433,-807,0.102118464
1561,24,244,-12857,412,0.103305888
1561,25,336,-5991,626,0.104493312
1561,26,267,-7096,1088,0.105680736
1561,27,244,-14796,800,0.106868160
1561,28,280,-13102,446,0.108055584
1561,29,433,-468,41,0.109243008
1561,30,-212,1403,-281,0.110430432
1561,31,42,-2365,-777,0.111617856
1561,32,79,-964,-1266,0.112805280
1561,33,227,920,490,0.113992704
1561,34,25,63,1550,0.115180128
1561,35,-312,-527,-568,0.116367552
1561,36,137,-1304,378,0.117554976
1561,37,46,-1296,-1439,0.118742400
1561,38,530,-4120,71,0.119929824
1561,39,-270,-5528,914,0.121117248
1561,40,227,-1649,-557,0.122304672
1561,41,111,-277,1353,0.123492096
1561,42,426,-1309,1123,0.124679520
1561,43,-296,-658,-841,0.125866944
1561,44,587,-6308,660,0.127054368
1561,45,212,449,-687,0.128241792
1561,46,-176,1371,-1027,0.129429216
1561,47,-216,-3509,516,0.130616640
1561,48,-358,-339,-1023,0.131804064
1561,49,-278,-291,199,0.132991488
1561,50,-246,-5973,-814,0.134178912
1561,51,-692,-6069,-1785,0.135366336
1561,52,-343,-4978,-238,0.136553760
1561,53,-518,-6841,601,0.137741184
1561,54,-407,-6730,937,0.138928608
1561,55,-197,-3780,1072,0.140116032
1561,56,-483,-477,-492,0.141303456
1561,57,142,306,-819,0.142490880
1561,58,91,-2579,1173,0.143678304
1561,59,122,-2336,409,0.144865728
1561,60,324,-5456,250,0.146053152
1561,61,181,-8813,-1284,0.147240576
1561,62,314,-4852,-690,0.148428000
1561,63,314,-2513,-836,0.149615424
1561,64,252,-1984,-50,0.150802848
1562,1,316,-772,-650,0.151990272
1562,2,-107,-225,-1124,0.153177696
1562,3,-32,-801,72,0.154365120
1562,4,-73,-483,130,0.155552544
1562,5,71,-5777,406,0.156739968
1562,6,302,-13707,-136,0.157927392
1562,7,167,-7423,789,0.159114816
1562,8,30,776,1329,0.160302240
1562,9,352,-584,3070,0.161489664
1562,10,114,-5459,-74,0.162677088
1562,11,481,-7518,-138,0.163864512
1562,12,683,-6266,-462,0.165051936
1562,13,341,-9647,-249,0.166239360
1562,14,512,-10668,-751,0.167426784
1562,15,278,-11687,-376,0.168614208
1562,16,200,-8838,-590,0.169801632
1562,17,98,-1495,-955,0.170989056
1562,18,-228,-4613,-1191,0.172176480
1562,19,76,-15433,-2209,0.173363904
1562,20,-55,-14487,-463,0.174551328
1562,21,-229,-6910,442,0.175738752
1562,22,-174,-8940,1277,0.176926176
1562,23,-78,-10248,264,0.178113600
1562,24,-62,-4645,42,0.179301024
1562,25,13,-1975,760,0.180488448
1562,26,-145,-566,1095,0.181675872
1562,27,80,-1135,1162,0.182863296
1562,28,18,-2130,231,0.184050720
1562,29,-26,-1759,-562,0.185238144
1562,30,-125,-4592,-1608,0.186425568
1562,31,-142,-11071,-1740,0.187612992
1562,32,-84,-6948,111,0.188800416
1562,33,-179,1568,-1181,0.189987840
1562,34,-568,214,2412,0.191175264
1562,35,-417,1295,248,0.192362688
1562,36,-321,992,1124,0.193550112
1562,37,-125,747,857,0.194737536
1562,38,-126,73,1158,0.195924960
1562,39,-19,-427,1628,0.197112384
1562,40,115,565,2877,0.198299808
1562,41,1,-1004,2900,0.199487232
1562,42,0,-5226,-1129,0.200674656
1562,43,372,-12946,1301,0.201862080
1562,44,174,-2919,51,0.203049504
1562,45,-10,3016,187,0.204236928
1562,46,99,-2769,2107,0.205424352
1562,47,-90,-928,-2267,0.206611776
1562,48,-1,-1186,-688,0.207799200
1562,49,-178,-475,-31,0.208986624
1562,50,-376,1607,-1143,0.210174048
1562,51,-41,846,351,0.211361472
1562,52,-50,2673,475,0.212548896
1562,53,28,762,185,0.213736320
1562,54,279,-3138,-1372,0.214923744
1562,55,269,-20349,-1351,0.216111168
1562,56,642,-14625,9,0.217298592
1562,57,369,-448,-1392,0.218486016
1562,58,277,-167,-962,0.219673440
1562,59,381,-705,-1671,0.220860864
1562,60,409,-5130,-3618,0.222048288
1562,61,344,-10939,-1506,0.223235712
1562,62,13,-5551,-1502,0.224423136
1562,63,254,79,-405,0.225610560
1562,64,23,-525,-138,0.226797984
1563,1,-294,-985,-2473,0.227985408
1563,2,-133,-6353,-1134,0.229172832
1563,3,128,-2355,-2242,0.230360256
1563,4,-201,-1107,776,0.231547680
1563,5,313,-3533,1035,0.232735104
1563,6,-404,-3825,1036,0.233922528
1563,7,106,-11091,1822,0.235109952
1563,8,42,-19624,839,0.236297376
1563,9,20,-10414,376,0.237484800
1563,10,-63,288,1172,0.238672224
1563,11,-111,-848,3414,0.239859648
1563,12,-748,-1442,2398,0.241047072
1563,13,330,-7148,2210,0.242234496
1563,14,-443,-6233,1926,0.243421920
1563,15,-243,-2722,-84,0.244609344
1563,16,-198,-3385,2661,0.245796768
1563,17,-249,-545,928,0.246984192
1563,18,-73,-7635,967,0.248171616
1563,19,-129,-21660,807,0.249359040
1563,20,-56,-14296,1053,0.250546464
1563,21,138,-1331,2136,0.251733888
1563,22,-54,-2371,3111,0.252921312
1563,23,-174,-9473,1229,0.254108736
1563,24,-137,-7117,358,0.255296160
1563,25,-277,-617,58,0.256483584
1563,26,99,-2318,811,0.257671008
1563,27,-52,-1876,588,0.258858432
1563,28,146,1331,216,0.260045856
1563,29,223,-400,349,0.261233280
1563,30,195,-2497,-2467,0.262420704
1563,31,271,-853,-1173,0.263608128
1563,32,637,-1095,-2665,0.264795552
1563,33,357,-3105,-1807,0.265982976
1563,34,569,-502,-2065,0.267170400
1563,35,108,1470,-2016,0.268357824
1563,36,-13,-313,-928,0.269545248
1563,37,-55,930,-1955,0.270732672
1563,38,-202,1293,-1514,0.271920096
1563,39,-210,458,-201,0.273107520
1563,40,-105,-4627,-3845,0.274294944
1563,41,152,-14660,-772,0.275482368
1563,42,-51,-13357,-285,0.276669792
1563,43,-93,-10626,220,0.277857216
1563,44,237,-6444,-83,0.279044640
1563,45,486,-6244,-339,0.280232064
1563,46,288,-7762,-2532,0.281419488
