sequence,sample,x,y,z,time_s
1560,1,-204,-2159,-178,0.000000000
1560,2,-169,-1179,145,0.001187424
1560,3,-78,-1508,-367,0.002374848
1560,4,-131,-2301,-421,0.003562272
1560,5,19,-2404,-1069,0.004749696
1560,6,130,-874,-415,0.005937120
1560,7,326,-1179,-521,0.007124544
1560,8,508,-3195,-1472,0.008311968
1560,9,597,-5206,-1484,0.009499392
1560,10,573,-5095,-1894,0.010686816
1560,11,585,-3744,-1223,0.011874240
1560,12,362,-716,-1156,0.013061664
1560,13,136,-1992,-2087,0.014249088
1560,14,108,-9512,-2661,0.015436512
1560,15,-54,-7335,-2135,0.016623936
1560,16,-144,299,-1376,0.017811360
1560,17,-354,-583,-199,0.018998784
1560,18,-312,-1737,-1238,0.020186208
1560,19,-249,-2932,-2097,0.021373632
1560,20,46,-6234,-1300,0.022561056
1560,21,122,-5410,-181,0.023748480
1560,22,228,-3128,204,0.024935904
1560,23,276,-6293,83,0.026123328
1560,24,326,-7390,-491,0.027310752
1560,25,313,-5810,-576,0.028498176
1560,26,185,-6697,201,0.029685600
1560,27,68,-2842,726,0.030873024
1560,28,-299,-2531,420,0.032060448
1560,29,-403,-9154,125,0.033247872
1560,30,-549,-9879,665,0.034435296
1560,31,-494,-4629,1350,0.035622720
1560,32,-439,-2750,1932,0.036810144
1560,33,-396,-4865,831,0.037997568
1560,34,-200,-6688,1192,0.039184992
1560,35,-39,-4510,1712,0.040372416
1560,36,105,-3556,2398,0.041559840
1560,37,262,-7289,1876,0.042747264
1560,38,362,-7556,1141,0.043934688
1560,39,378,-4316,1447,0.045122112
1560,40,269,-4616,1687,0.046309536
1560,41,96,-5062,2263,0.047496960
1560,42,19,-1873,1811,0.048684384
1560,43,-48,-1831,1247,0.049871808
1560,44,-173,-4641,900,0.051059232
1560,45,-215,-4046,1103,0.052246656
1560,46,-253,-3774,1354,0.053434080
1560,47,-156,-3531,1131,0.054621504
1560,48,-117,130,173,0.055808928
1560,49,47,344,860,0.056996352
1560,50,243,-1548,-209,0.058183776
1560,51,437,-3612,101,0.059371200
1560,52,370,-1493,-582,0.060558624
1560,53,376,-227,-1380,0.061746048
1560,54,421,-1371,-774,0.062933472
1560,55,113,-773,-1532,0.064120896
1560,56,240,-640,-1412,0.065308320
1560,57,-138,-1526,-1674,0.066495744
1560,58,40,660,-2547,0.067683168
1560,59,-312,333,-1714,0.068870592
1560,60,-393,1866,-1349,0.070058016
1560,61,-147,1785,-718,0.071245440
1560,62,-3,-906,-2102,0.072432864
1560,63,173,-4076,-2363,0.073620288
1560,64,123,-5149,-2120,0.074807712
1561,1,239,-6047,-1517,0.075995136
1561,2,469,-3065,-897,0.077182560
1561,3,336,-3946,-1723,0.078369984
1561,4,377,-9617,-1828,0.079557408
1561,5,238,-4632,-1531,0.080744832
1561,6,-111,-294,-717,0.081932256
1561,7,-104,-8250,-941,0.083119680
1561,8,-340,-9493,-810,0.084307104
1561,9,-465,-5600,-234,0.085494528
1561,10,-362,-7556,249,0.086681952
1561,11,-415,-7251,575,0.087869376
1561,12,-158,-6174,170,0.089056800
1561,13,25,-10055,655,0.090244224
1561,14,106,-9178,696,0.091431648
1561,15,314,-6619,1791,0.092619072
1561,16,364,-9316,1232,0.093806496
1561,17,443,-14298,1376,0.094993920
1561,18,411,-12938,1136,0.096181344
1561,19,164,-6876,1674,0.097368768
1561,20,175,-6851,2159,0.098556192
1561,21,-5,-8874,2005,0.099743616
1561,22,-111,-8000,1887,0.100931040
1561,23,-205,-5641,2021,0.102118464
1561,24,-209,-2019,2431,0.103305888
1561,25,-264,-575,2584,0.104493312
1561,26,-45,-1643,2125,0.105680736
1561,27,226,-2218,1737,0.106868160
1561,28,19,-3852,1223,0.108055584
1561,29,389,-5729,995,0.109243008
1561,30,140,-3900,1855,0.110430432
1561,31,372,-556,1154,0.111617856
1561,32,-56,-1766,392,0.112805280
1561,33,196,-6377,174,0.113992704
1561,34,-89,-5326,-196,0.115180128
1561,35,-107,-854,-137,0.116367552
1561,36,-364,-38,471,0.117554976
1561,37,-379,1040,-713,0.118742400
1561,38,-538,2087,-350,0.119929824
1561,39,-288,1188,-740,0.121117248
1561,40,-247,476,-655,0.122304672
1561,41,5,239,-966,0.123492096
1561,42,120,-3874,-2466,0.124679520
1561,43,285,-6636,-2352,0.125866944
1561,44,263,-6811,-2397,0.127054368
1561,45,409,-4660,-2346,0.128241792
1561,46,378,-1700,-2560,0.129429216
1561,47,314,15,-2340,0.130616640
1561,48,103,717,-2215,0.131804064
1561,49,52,-364,-2133,0.132991488
1561,50,-61,-2882,-1701,0.134178912
1561,51,-38,-825,-2020,0.135366336
1561,52,-338,-210,-1577,0.136553760
1561,53,-35,-3118,-1878,0.137741184
1561,54,-160,-2048,-1630,0.138928608
1561,55,49,-2878,-1666,0.140116032
1561,56,178,-8934,-969,0.141303456
1561,57,257,-5394,-722,0.142490880
1561,58,316,-1009,-337,0.143678304
1561,59,398,-7500,-142,0.144865728
1561,60,252,-7094,-486,0.146053152
1561,61,180,-5622,198,0.147240576
1561,62,92,-8695,802,0.148428000
1561,63,-114,-7809,1282,0.149615424
1561,64,-43,-9275,1739,0.150802848
1562,1,-184,-9488,2408,0.151990272
1562,2,-204,-2871,2914,0.153177696
1562,3,-158,137,3511,0.154365120
1562,4,-57,-3355,2318,0.155552544
1562,5,66,-6077,3209,0.156739968
1562,6,159,-8740,2890,0.157927392
1562,7,144,-11241,3084,0.159114816
1562,8,307,-4436,3111,0.160302240
1562,9,115,-2230,2120,0.161489664
1562,10,150,-10738,845,0.162677088
1562,11,18,-10952,690,0.163864512
1562,12,-108,-2085,1616,0.165051936
1562,13,-199,-1722,2706,0.166239360
1562,14,-322,-5014,721,0.167426784
1562,15,-259,-5476,1166,0.168614208
1562,16,-269,-4387,693,0.169801632
1562,17,-172,-2784,391,0.170989056
1562,18,-176,-3734,865,0.172176480
1562,19,64,-1974,-339,0.173363904
1562,20,-1,-3398,-222,0.174551328
1562,21,343,-6986,-1105,0.175738752
1562,22,296,-5594,-722,0.176926176
1562,23,338,-2426,-1622,0.178113600
1562,24,158,-2300,-2038,0.179301024
1562,25,-8,-4665,-2902,0.180488448
1562,26,-49,-5678,-2530,0.181675872
1562,27,-24,-2494,-1696,0.182863296
1562,28,-242,1268,-2226,0.184050720
1562,29,-415,608,-1412,0.185238144
1562,30,-299,1257,-1840,0.186425568
1562,31,-127,203,-1892,0.187612992
1562,32,70,-4113,-1813,0.188800416
1562,33,333,-6274,-1980,0.189987840
1562,34,233,-2502,-1891,0.191175264
1562,35,397,1130,-2599,0.192362688
1562,36,722,-82,-1005,0.193550112
1562,37,279,-1560,-2188,0.194737536
1562,38,535,-3332,-1223,0.195924960
1562,39,313,-2660,-481,0.197112384
1562,40,-39,-1141,-715,0.198299808
1562,41,-234,-2068,43,0.199487232
1562,42,-345,-4549,-351,0.200674656
1562,43,-427,-5285,148,0.201862080
1562,44,-194,-4071,760,0.203049504
1562,45,-324,-4233,1348,0.204236928
1562,46,24,-7176,1443,0.205424352
1562,47,97,-10010,2187,0.206611776
1562,48,187,-11582,1916,0.207799200
1562,49,562,-9516,2102,0.208986624
1562,50,466,-4306,1746,0.210174048
1562,51,435,-5667,1254,0.211361472
1562,52,408,-9031,1411,0.212548896
1562,53,-16,-7712,1411,0.213736320
1562,54,117,-6544,1822,0.214923744
1562,55,-122,-5485,1552,0.216111168
1562,56,-386,-3012,1204,0.217298592
1562,57,-248,-5730,698,0.218486016
1562,58,-352,-8007,1032,0.219673440
1562,59,-233,-5723,1702,0.220860864
1562,60,-178,-5625,1271,0.222048288
1562,61,-97,-8614,1288,0.223235712
1562,62,212,-7068,1032,0.224423136
1562,63,189,-4399,1032,0.225610560
1562,64,133,-4486,1061,0.226797984
1563,1,178,-4380,97,0.227985408
1563,2,86,-6652,-282,0.229172832
1563,3,132,-8137,56,0.230360256
1563,4,-19,-3892,-112,0.231547680
1563,5,-282,-1374,-117,0.232735104
1563,6,-413,-2757,-1192,0.233922528
1563,7,-400,-3424,-1306,0.235109952
1563,8,-272,-617,-725,0.236297376
1563,9,-248,-102,-301,0.237484800
1563,10,-103,-871,-23,0.238672224
1563,11,-103,991,-960,0.239859648
1563,12,174,1305,-748,0.241047072
1563,13,235,63,-818,0.242234496
1563,14,472,1318,-1255,0.243421920
1563,15,344,1680,38,0.244609344
1563,16,325,1365,-1220,0.245796768
1563,17,316,1139,-1279,0.246984192
1563,18,151,626,-724,0.248171616
1563,19,17,-3223,-3862,0.249359040
1563,20,-148,-8601,-2327,0.250546464
1563,21,-60,-5828,-1892,0.251733888
1563,22,-166,-2448,-1060,0.252921312
1563,23,-268,-273,-466,0.254108736
1563,24,-144,-3296,-1227,0.255296160
1563,25,77,-8718,-1274,0.256483584
1563,26,261,-5347,-485,0.257671008
1563,27,297,-1851,-70,0.258858432
1563,28,371,-7532,361,0.260045856
1563,29,353,-7204,309,0.261233280
1563,30,415,-3019,527,0.262420704
1563,31,372,-3171,552,0.263608128
1563,32,49,-5422,101,0.264795552
1563,33,3,-8720,-703,0.265982976
1563,34,-171,-6776,507,0.267170400
1563,35,-274,-2395,880,0.268357824
1563,36,-307,-4874,819,0.269545248
1563,37,-398,-8685,176,0.270732672
1563,38,-241,-4130,-26,0.271920096
1563,39,7,-3643,824,0.273107520
1563,40,87,-7859,1573,0.274294944
1563,41,232,-6219,2189,0.275482368
1563,42,262,-3860,1790,0.276669792
1563,43,354,-7485,1584,0.277857216
1563,44,496,-10253,1504,0.279044640
1563,45,384,-6010,2306,0.280232064
1563,46,271,-2382,2788,0.281419488
1563,47,28,-4140,1881,0.282606912
1563,48,-81,-8923,1659,0.283794336
1563,49,-80,-6795,1714,0.284981760
1563,50,-199,-1236,1969,0.286169184
